od_no,o_zone_id,d_zone_id,o_zone_agent_type_cover_flag,d_zone_agent_type_cover_flag,path_id,information_type,agent_type,demand_period,volume,assign_volume,subarea_flag,sensor_flag,toll,travel_time,VDF_travel_time,travel_time_without_access_link,#_of_nodes,distance_kmOD0,OD1,OD2,OD3,OD4,OD5,OD6,OD7,OD8,OD9,OD10,OD11,OD12,OD13,OD14,OD15,OD16,OD17,OD18,OD19,
1161,627,2197,0,0,0,0,sov,PM,44.56,0,1,1,0.0,3.0,2.9892,2.9892,5,0.9964,6.624180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1162,628,1,0,0,0,0,sov,PM,6.12,0,1,1,0.0,11.6,11.6337,11.6337,17,10.4914,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1163,628,2,0,0,0,0,sov,PM,6.12,0,1,1,0.0,12.9,12.9198,12.9198,21,7.5962,0.398460,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1164,628,3,0,0,0,0,sov,PM,6.12,0,1,1,0.0,11.6,11.5684,11.5684,19,6.8649,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1165,628,8,0,0,0,0,sov,PM,6.12,0,1,1,0.0,13.5,13.5433,13.5433,19,11.0078,0.667580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1166,628,9,0,0,0,0,sov,PM,6.12,0,1,1,0.0,10.7,10.7111,10.7111,19,6.2928,0.180380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1167,628,10,0,0,0,0,sov,PM,6.12,0,1,1,0.0,9.4,9.4250,9.4250,17,5.4812,0.103240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1168,628,12,0,0,0,0,sov,PM,6.12,0,1,1,0.0,6.8,6.8241,6.8241,12,3.8118,0.165300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1169,628,14,0,0,0,0,sov,PM,66.56,0,1,1,0.0,2.2,2.2178,2.2178,5,0.9688,9.893060,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1170,628,16,0,0,0,0,sov,PM,6.12,0,1,1,0.0,15.5,15.5402,15.5402,22,9.9398,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1171,628,17,0,0,0,0,sov,PM,6.12,0,1,1,0.0,14.0,14.0126,14.0126,20,8.5306,0.060900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1172,628,19,0,0,0,0,sov,PM,6.12,0,1,1,0.0,10.2,10.2144,10.2144,19,5.9910,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1173,628,602,0,0,0,0,sov,PM,6.12,0,1,1,0.0,10.6,10.5672,10.5672,8,4.2848,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1174,628,615,0,0,0,0,sov,PM,6.12,0,1,1,0.0,18.0,18.0253,18.0253,21,10.3706,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1175,628,617,0,0,0,0,sov,PM,6.12,0,1,1,0.0,17.2,17.2248,17.2248,22,10.1124,0.060900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1176,628,619,0,0,0,0,sov,PM,6.12,0,1,1,0.0,14.2,14.2067,14.2067,19,7.9808,0.060900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1177,628,620,0,0,0,0,sov,PM,6.12,0,1,1,0.0,12.2,12.1795,12.1795,17,6.5559,0.179220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1178,628,621,0,0,0,0,sov,PM,6.12,0,1,1,0.0,8.2,8.2281,8.2281,13,4.2954,0.881600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1179,628,622,0,0,0,0,sov,PM,72.75,0,1,1,0.0,2.8,2.7575,2.7575,7,1.2134,10.814100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1180,628,623,0,0,0,0,sov,PM,6.12,0,1,1,0.0,8.5,8.5209,8.5209,14,4.8858,0.673380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1181,628,624,0,0,0,0,sov,PM,20.45,0,1,1,0.0,6.1,6.1334,6.1334,10,2.8299,3.040360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1182,628,625,0,0,0,0,sov,PM,6.12,0,1,1,0.0,7.2,7.2157,7.2157,12,3.8009,0.060900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1183,628,626,0,0,0,0,sov,PM,6.12,0,1,1,0.0,7.8,7.7720,7.7720,14,4.1385,0.662940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1184,628,627,0,0,0,0,sov,PM,6.12,0,1,1,0.0,9.0,8.9666,8.9666,15,4.7760,0.288840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1185,628,633,0,0,0,0,sov,PM,6.12,0,1,1,0.0,5.9,5.9313,5.9313,10,2.7625,0.247080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1186,628,637,0,0,0,0,sov,PM,6.12,0,1,1,0.0,7.5,7.5283,7.5283,12,3.8124,0.155440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1187,628,640,0,0,0,0,sov,PM,6.12,0,1,1,0.0,10.5,10.5154,10.5154,17,5.6487,0.080620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1188,628,645,0,0,0,0,sov,PM,6.12,0,1,1,0.0,12.2,12.2118,12.2118,20,6.7485,0.226200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1189,628,646,0,0,0,0,sov,PM,6.12,0,1,1,0.0,18.7,18.6887,18.6887,22,13.5630,0.071340,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1190,628,647,0,0,0,0,sov,PM,6.12,0,1,1,0.0,13.8,13.8397,13.8397,19,10.8730,0.772560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1191,628,649,0,0,0,0,sov,PM,6.12,0,1,1,0.0,10.3,10.3304,10.3304,14,5.9047,0.131660,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1192,628,650,0,0,0,0,sov,PM,16.54,0,1,1,0.0,10.8,10.7702,10.7702,16,5.7749,2.459200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1193,628,651,0,0,0,0,sov,PM,6.12,0,1,1,0.0,11.6,11.6464,11.6464,16,6.0670,0.220400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1194,628,652,0,0,0,0,sov,PM,6.12,0,1,1,0.0,14.8,14.7812,14.7812,16,8.1827,0.172260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1195,628,653,0,0,0,0,sov,PM,6.12,0,1,1,0.0,14.0,14.0253,14.0253,20,11.0854,0.189080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1196,628,654,0,0,0,0,sov,PM,6.12,0,1,1,0.0,13.5,13.4856,13.4856,21,7.5219,0.060900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1197,628,2061,0,0,0,0,sov,PM,6.12,0,1,1,0.0,9.3,9.3256,9.3256,13,4.8929,0.102660,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1198,628,2125,0,0,0,0,sov,PM,6.12,0,1,1,0.0,15.8,15.7692,15.7692,20,10.0268,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1199,628,2136,0,0,0,0,sov,PM,6.12,0,1,1,0.0,15.4,15.3764,15.3764,22,8.9724,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1200,628,2137,0,0,0,0,sov,PM,6.12,0,1,1,0.0,18.6,18.5740,18.5740,24,10.9336,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1201,628,2142,0,0,0,0,sov,PM,6.12,0,1,1,0.0,13.0,12.9856,12.9856,18,7.2961,0.060900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1202,628,2146,0,0,0,0,sov,PM,6.12,0,1,1,0.0,15.3,15.3271,15.3271,21,9.6771,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1203,628,2147,0,0,0,0,sov,PM,6.12,0,1,1,0.0,18.8,18.7608,18.7608,24,10.9959,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1204,628,2197,0,0,0,0,sov,PM,6.12,0,1,1,0.0,9.1,9.1206,9.1206,15,4.8273,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1205,633,1,0,0,0,0,sov,PM,6.12,0,1,1,0.0,11.4,11.4444,11.4444,16,10.3038,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1206,633,2,0,0,0,0,sov,PM,6.12,0,1,1,0.0,9.8,9.7573,9.7573,16,5.7023,0.720940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1207,633,3,0,0,0,0,sov,PM,6.12,0,1,1,0.0,8.4,8.4060,8.4060,14,4.9711,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1208,633,8,0,0,0,0,sov,PM,6.45,0,1,1,0.0,13.4,13.3540,13.3540,18,10.8202,0.959320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1209,633,9,0,0,0,0,sov,PM,6.12,0,1,1,0.0,7.5,7.5486,7.5486,14,4.3990,0.343940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1210,633,10,0,0,0,0,sov,PM,8.00,0,1,1,0.0,6.3,6.2625,6.2625,12,3.5874,1.189000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1211,633,12,0,0,0,0,sov,PM,115.88,0,1,1,0.0,2.0,1.9932,1.9932,5,0.8985,17.224840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1212,633,14,0,0,0,0,sov,PM,6.12,0,1,1,0.0,5.4,5.4326,5.4326,10,2.8499,0.257520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1213,633,16,0,0,0,0,sov,PM,3.80,0,1,1,0.0,42.9,42.8650,42.8650,15,8.9231,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1214,633,16,0,0,1,0,sov,PM,8.43,0,1,1,0.0,15.4,15.3509,15.3509,21,9.7522,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1215,633,17,0,0,0,0,sov,PM,6.12,0,1,1,0.0,13.8,13.8234,13.8234,19,8.3430,0.214600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1216,633,19,0,0,0,0,sov,PM,6.12,0,1,1,0.0,7.1,7.0519,7.0519,14,4.0971,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1217,633,602,0,0,0,0,sov,PM,6.12,0,1,1,0.0,13.5,13.5110,13.5110,13,6.0345,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1218,633,615,0,0,0,0,sov,PM,4.13,0,1,1,0.0,45.4,45.3502,45.3502,14,9.3539,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1219,633,615,0,0,1,0,sov,PM,8.11,0,1,1,0.0,17.8,17.8361,17.8361,20,10.1831,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1220,633,617,0,0,0,0,sov,PM,6.12,0,1,1,0.0,17.0,17.0356,17.0356,21,9.9249,0.232000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1221,633,619,0,0,0,0,sov,PM,6.12,0,1,1,0.0,14.0,14.0174,14.0174,18,7.7932,0.065540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1222,633,620,0,0,0,0,sov,PM,3.07,0,1,1,0.0,40.6,40.5815,40.5815,12,7.0705,0.468640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1223,633,620,0,0,1,0,sov,PM,9.16,0,1,1,0.0,12.0,11.9903,11.9903,16,6.3683,0.468640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1224,633,621,0,0,0,0,sov,PM,34.74,0,1,1,0.0,9.1,9.1049,9.1049,10,4.7692,5.163740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1225,633,622,0,0,0,0,sov,PM,31.64,0,1,1,0.0,5.7,5.7013,5.7013,12,2.9631,4.703220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1226,633,623,0,0,0,0,sov,PM,47.32,0,1,1,0.0,6.9,6.9104,6.9104,9,3.5548,7.034240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1227,633,624,0,0,0,0,sov,PM,81.71,0,1,1,0.0,3.6,3.5980,3.5980,5,1.1993,12.146360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1228,633,625,0,0,0,0,sov,PM,14.39,0,1,1,0.0,4.1,4.0532,4.0532,7,1.9070,2.139040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1229,633,626,0,0,0,0,sov,PM,43.31,0,1,1,0.0,4.6,4.6096,4.6096,9,2.2446,6.438000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1230,633,627,0,0,0,0,sov,PM,8.33,0,1,1,0.0,5.8,5.8041,5.8041,10,2.8821,1.237720,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1231,633,628,0,0,0,0,sov,PM,6.12,0,1,1,0.0,6.0,5.9823,5.9823,10,2.7625,0.283620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1232,633,637,0,0,0,0,sov,PM,89.46,0,1,1,0.0,2.7,2.6975,2.6975,5,0.8992,13.298240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1233,633,640,0,0,0,0,sov,PM,6.12,0,1,1,0.0,7.4,7.3529,7.3529,12,3.7548,0.175740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1234,633,645,0,0,0,0,sov,PM,6.12,0,1,1,0.0,9.0,9.0493,9.0493,15,4.8546,0.409480,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1235,633,646,0,0,0,0,sov,PM,9.54,0,1,1,0.0,18.5,18.4994,18.4994,21,13.3755,1.417520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1236,633,647,0,0,0,0,sov,PM,6.12,0,1,1,0.0,13.7,13.6505,13.6505,18,10.6854,0.826500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1237,633,649,0,0,0,0,sov,PM,12.30,0,1,1,0.0,8.0,7.9528,7.9528,11,4.1443,1.827580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1238,633,650,0,0,0,0,sov,PM,41.29,0,1,1,0.0,7.6,7.6078,7.6078,11,3.8811,6.137560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1239,633,651,0,0,0,0,sov,PM,40.79,0,1,1,0.0,8.5,8.4839,8.4839,11,4.1731,6.062740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1240,633,652,0,0,0,0,sov,PM,16.08,0,1,1,0.0,12.4,12.4037,12.4037,13,6.4223,2.390180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1241,633,653,0,0,0,0,sov,PM,6.12,0,1,1,0.0,11.9,11.9207,11.9207,14,6.8165,0.207640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1242,633,654,0,0,0,0,sov,PM,6.12,0,1,1,0.0,10.3,10.3231,10.3231,16,5.6281,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1243,633,2061,0,0,0,0,sov,PM,39.41,0,1,1,0.0,6.2,6.1631,6.1631,8,2.9990,5.858000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1244,633,2125,0,0,0,0,sov,PM,3.84,0,1,1,0.0,43.1,43.0940,43.0940,13,9.0101,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1245,633,2125,0,0,1,0,sov,PM,8.39,0,1,1,0.0,15.6,15.5799,15.5799,19,9.8393,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1246,633,2136,0,0,0,0,sov,PM,6.12,0,1,1,0.0,15.2,15.1872,15.1872,21,8.7848,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1247,633,2137,0,0,0,0,sov,PM,6.12,0,1,1,0.0,18.4,18.3847,18.3847,23,10.7460,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
