o_zone_id,d_zone_id,links
2137,646,"['201065AB', '201067BA', '201080AB', '201086AB', '201346AB', '201349AB', '201350AB', '201351AB', '201353AB', '201577AB', '201590AB', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201634AB', '201636AB', '201638BA', '201639AB', '201642AB', '201645BA']"
2137,647,"['201048BA', '201065AB', '201067BA', '201086AB', '201346AB', '201349AB', '201350AB', '201351AB', '201353AB', '201590AB', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201634AB', '201639AB', '201642AB', '201645BA']"
2137,649,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201534BA', '201536BA', '201537AB', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201639AB']"
2137,650,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201528BA', '201537AB', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201639AB']"
2137,651,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201492BA', '201493BA', '201497AB', '201530AB', '201531BA', '201533AB', '201536BA', '201537AB', '201540BA', '201543AB', '201581AB', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201639AB']"
2137,653,"['201051BA', '201065AB', '201086AB', '201090AB', '201102BA', '201342AB', '201346AB', '201349AB', '201350AB', '201351AB', '201353AB', '201354AB', '201496BA', '201531BA', '201536BA', '201537AB', '201578AB', '201583BA', '201590AB', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201634AB', '201639AB', '201642AB', '201645BA', '201849AB']"
2137,654,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201494AB', '201497AB', '201499AB', '201530AB', '201531BA', '201533AB', '201536BA', '201537AB', '201540BA', '201543AB', '201572BA', '201581AB', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201639AB']"
2137,2061,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201529BA', '201533AB', '201542BA', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201639AB']"
2137,2125,"['200821AB', '201005BA', '201592AB', '201595BA', '201597AB', '201604AB', '201605BA', '201606BA', '201610BA', '201614BA', '201615AB', '201639AB']"
2137,2136,"['201592AB', '201613BA', '201614BA', '201639AB']"
2137,2142,"['201592AB', '201597AB', '201603BA', '201604AB', '201605BA', '201606BA', '201610BA', '201614BA', '201615AB', '201639AB']"
2137,2146,"['200820AB', '200821AB', '200984BA', '200985AB', '200989BA', '201592AB', '201595BA', '201597AB', '201604AB', '201605BA', '201606BA', '201610BA', '201614BA', '201615AB', '201639AB']"
2137,2147,"['201633BA', '201639AB']"
2137,2197,"['201065AB', '201102BA', '201105AB', '201277AB', '201294BA', '201317BA', '201319AB', '201321AB', '201322AB', '201335AB', '201342AB', '201346AB', '201347AB', '201351AB', '201353AB', '201354AB', '201495BA', '201500AB', '201502BA', '201507BA', '201509AB', '201517AB', '201520AB', '201526AB', '201533AB', '201541BA', '201548AB', '201558AB', '201559AB', '201560BA', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201639AB']"
2142,1,"['201065AB', '201086AB', '201089AB', '201346AB', '201349AB', '201350AB', '201351AB', '201353AB', '201590AB', '201603AB', '201606AB', '201634AB', '201642AB']"
2142,2,"['201065AB', '201070BA', '201086AB', '201090AB', '201102BA', '201342AB', '201346AB', '201349AB', '201350AB', '201351AB', '201353AB', '201354AB', '201494AB', '201497AB', '201500AB', '201530AB', '201531BA', '201533AB', '201536BA', '201537AB', '201541BA', '201549BA', '201558AB', '201573AB', '201574BA', '201581AB', '201590AB', '201603AB', '201606AB', '201634AB', '201642AB', '201645BA', '201810AB', '201823AB', '201827BA', '201844BA', '201847AB', '201849AB', 'detour-linka']"
2142,3,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201500AB', '201533AB', '201541BA', '201551AB', '201558AB', '201562AB', '201564AB', '201568BA', '201603AB', '201606AB', 'detour-linka']"
2142,4,"['201065AB', '201277AB', '201298AB', '201324AB', '201347AB', '201603AB', '201606AB']"
2142,5,"['200831AB', '200947BA', '201065AB', '201271AB', '201277AB', '201280AB', '201286AB', '201319AB', '201320BA', '201321AB', '201322AB', '201347AB', '201603AB', '201606AB']"
2142,6,"['200821AB', '201003BA', '201595BA', '201603AB']"
2142,9,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201500AB', '201533AB', '201541BA', '201551AB', '201558AB', '201563AB', '201603AB', '201606AB', 'detour-linka']"
2142,10,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201500AB', '201533AB', '201541BA', '201548AB', '201557AB', '201558AB', '201559AB', '201560BA', '201603AB', '201606AB', 'detour-linka']"
2142,12,"['201065AB', '201102BA', '201103AB', '201105AB', '201270AB', '201277AB', '201294BA', '201317BA', '201319AB', '201321AB', '201322AB', '201334BA', '201335AB', '201347AB', '201508AB', '201514AB', '201532AB', '201603AB', '201606AB', 'detour-linka']"
2142,16,"['200820AB', '200998AB', '201000AB', '201001AB', '201595BA', '201603AB']"
2142,17,"['201597BA', '201603AB', '201604BA', '201605AB', '201606AB', '201611BA']"
2142,19,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201500AB', '201533AB', '201541BA', '201551AB', '201558AB', '201568BA', '201603AB', '201606AB', 'detour-linka']"
2142,615,"['200820AB', '200833BA', '200846BA', '200997BA', '201001AB', '201061AB', '201595BA', '201603AB']"
2142,617,"['201596AB', '201597BA', '201601BA', '201602BA', '201603AB', '201604BA', '201605AB', '201606AB']"
2142,619,"['201603AB', '201604BA', '201605AB', '201606AB', '201607BA']"
2142,620,"['201061AB', '201290BA', '201603AB']"
2142,621,"['201065AB', '201102BA', '201104AB', '201338BA', '201340BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201532AB', '201603AB', '201606AB', 'detour-linka']"
2142,622,"['201065AB', '201102BA', '201103AB', '201268AB', '201271AB', '201273AB', '201277AB', '201284BA', '201287BA', '201288AB', '201319AB', '201320BA', '201321AB', '201322AB', '201336BA', '201339BA', '201347AB', '201532AB', '201603AB', '201606AB', 'detour-linka']"
2142,623,"['201065AB', '201102BA', '201104AB', '201341BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201532AB', '201603AB', '201606AB', 'detour-linka']"
2142,624,"['201065AB', '201102BA', '201103AB', '201266BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201532AB', '201603AB', '201606AB', 'detour-linka']"
2142,625,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201501AB', '201519BA', '201533AB', '201542BA', '201603AB', '201606AB', 'detour-linka']"
2142,626,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201501AB', '201504BA', '201533AB', '201542BA', '201603AB', '201606AB', 'detour-linka']"
2142,627,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201490BA', '201500AB', '201533AB', '201541BA', '201603AB', '201606AB', 'detour-linka']"
2142,628,"['201065AB', '201271AB', '201277AB', '201278BA', '201319AB', '201320BA', '201321AB', '201322AB', '201347AB', '201603AB', '201606AB']"
2142,633,"['201065AB', '201102BA', '201103AB', '201270AB', '201277AB', '201291BA', '201294BA', '201317BA', '201319AB', '201321AB', '201322AB', '201334BA', '201335AB', '201347AB', '201532AB', '201603AB', '201606AB', 'detour-linka']"
2142,637,"['201065AB', '201102BA', '201103AB', '201105AB', '201270AB', '201277AB', '201294BA', '201317BA', '201319AB', '201321AB', '201322AB', '201334BA', '201335AB', '201347AB', '201505BA', '201508AB', '201512BA', '201517AB', '201532AB', '201603AB', '201606AB', 'detour-linka']"
2142,640,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201500AB', '201533AB', '201541BA', '201544BA', '201558AB', '201559AB', '201603AB', '201606AB', 'detour-linka']"
2142,645,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201494AB', '201497AB', '201500AB', '201530AB', '201531BA', '201533AB', '201536BA', '201537AB', '201541BA', '201546BA', '201549BA', '201558AB', '201573AB', '201574BA', '201581AB', '201603AB', '201606AB', 'detour-linka']"
2142,646,"['201065AB', '201067BA', '201080AB', '201086AB', '201346AB', '201349AB', '201350AB', '201351AB', '201353AB', '201577AB', '201590AB', '201603AB', '201606AB', '201634AB', '201636AB', '201638BA', '201642AB', '201645BA']"
2142,647,"['201048BA', '201065AB', '201067BA', '201086AB', '201346AB', '201349AB', '201350AB', '201351AB', '201353AB', '201590AB', '201603AB', '201606AB', '201634AB', '201642AB', '201645BA']"
2142,649,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201534BA', '201536BA', '201537AB', '201603AB', '201606AB', 'detour-linka']"
2142,650,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201528BA', '201537AB', '201603AB', '201606AB', 'detour-linka']"
2142,651,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201492BA', '201493BA', '201497AB', '201530AB', '201531BA', '201533AB', '201536BA', '201537AB', '201540BA', '201543AB', '201581AB', '201603AB', '201606AB', 'detour-linka']"
2142,652,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201496BA', '201531BA', '201536BA', '201537AB', '201575BA', '201603AB', '201606AB', 'detour-linka']"
2142,653,"['201051BA', '201065AB', '201086AB', '201090AB', '201102BA', '201346AB', '201349AB', '201350AB', '201351AB', '201353AB', '201496BA', '201531BA', '201536BA', '201537AB', '201578AB', '201583BA', '201590AB', '201603AB', '201606AB', '201634AB', '201642AB', '201645BA', '201849AB', 'detour-linka']"
2142,2061,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201529BA', '201533AB', '201542BA', '201603AB', '201606AB', 'detour-linka']"
2142,2125,"['200821AB', '201005BA', '201595BA', '201603AB']"
2142,2136,"['201597BA', '201603AB', '201604BA', '201605AB', '201606AB', '201610AB', '201613BA', '201615BA']"
2142,2137,"['201592BA', '201597BA', '201603AB', '201604BA', '201605AB', '201606AB', '201610AB', '201614AB', '201615BA', '201639BA']"
2142,2146,"['200820AB', '200821AB', '200984BA', '200985AB', '200989BA', '201595BA', '201603AB']"
2142,2147,"['201592BA', '201597BA', '201603AB', '201604BA', '201605AB', '201606AB', '201610AB', '201614AB', '201615BA', '201633BA']"
2146,1,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201086AB', '201089AB', '201346AB', '201349AB', '201350AB', '201351AB', '201353AB', '201590AB', '201595AB', '201606AB', '201634AB', '201642AB']"
2146,2,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201070BA', '201086AB', '201090AB', '201102BA', '201342AB', '201346AB', '201349AB', '201350AB', '201351AB', '201353AB', '201354AB', '201494AB', '201497AB', '201500AB', '201530AB', '201531BA', '201533AB', '201536BA', '201537AB', '201541BA', '201549BA', '201558AB', '201573AB', '201574BA', '201581AB', '201590AB', '201595AB', '201606AB', '201634AB', '201642AB', '201645BA', '201810AB', '201823AB', '201827BA', '201844BA', '201847AB', '201849AB', 'detour-linka']"
2146,3,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201500AB', '201533AB', '201541BA', '201551AB', '201558AB', '201562AB', '201564AB', '201568BA', '201595AB', '201606AB', 'detour-linka']"
2146,4,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201277AB', '201298AB', '201324AB', '201347AB', '201595AB', '201606AB']"
2146,5,"['200820BA', '200821BA', '200831AB', '200947BA', '200984AB', '200985BA', '200989AB', '201065AB', '201271AB', '201277AB', '201280AB', '201286AB', '201319AB', '201320BA', '201321AB', '201322AB', '201347AB', '201595AB', '201606AB']"
2146,6,"['200984AB', '201003BA']"
2146,8,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201086AB', '201090AB', '201346AB', '201349AB', '201350AB', '201351AB', '201353AB', '201590AB', '201595AB', '201606AB', '201634AB', '201642AB', '201645BA', '201848AB']"
2146,9,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201500AB', '201533AB', '201541BA', '201551AB', '201558AB', '201563AB', '201595AB', '201606AB', 'detour-linka']"
2146,10,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201500AB', '201533AB', '201541BA', '201548AB', '201557AB', '201558AB', '201559AB', '201560BA', '201595AB', '201606AB', 'detour-linka']"
2146,14,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201277AB', '201292AB', '201300AB', '201319AB', '201320BA', '201321AB', '201322AB', '201347AB', '201595AB', '201606AB']"
2146,16,"['200985BA', '200989AB', '200998AB', '201000AB', '201001AB']"
2146,17,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201595AB', '201597BA', '201604BA', '201605AB', '201606AB', '201611BA']"
2146,19,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201500AB', '201533AB', '201541BA', '201551AB', '201558AB', '201568BA', '201595AB', '201606AB', 'detour-linka']"
2146,602,"['200820BA', '200821BA', '200831AB', '200917BA', '200984AB', '200985BA', '200989AB', '201065AB', '201271AB', '201277AB', '201280AB', '201286AB', '201319AB', '201320BA', '201321AB', '201322AB', '201347AB', '201595AB', '201606AB']"
2146,617,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201595AB', '201596AB', '201597BA', '201601BA', '201602BA', '201604BA', '201605AB', '201606AB']"
2146,619,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201595AB', '201604BA', '201605AB', '201606AB', '201607BA']"
2146,620,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201061AB', '201290BA', '201595AB']"
2146,621,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201102BA', '201104AB', '201338BA', '201340BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201532AB', '201595AB', '201606AB', 'detour-linka']"
2146,622,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201102BA', '201103AB', '201268AB', '201271AB', '201273AB', '201277AB', '201284BA', '201287BA', '201288AB', '201319AB', '201320BA', '201321AB', '201322AB', '201336BA', '201339BA', '201347AB', '201532AB', '201595AB', '201606AB', 'detour-linka']"
2146,623,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201102BA', '201104AB', '201341BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201532AB', '201595AB', '201606AB', 'detour-linka']"
2146,624,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201102BA', '201103AB', '201266BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201532AB', '201595AB', '201606AB', 'detour-linka']"
2146,625,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201501AB', '201519BA', '201533AB', '201542BA', '201595AB', '201606AB', 'detour-linka']"
2146,626,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201501AB', '201504BA', '201533AB', '201542BA', '201595AB', '201606AB', 'detour-linka']"
2146,627,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201490BA', '201500AB', '201533AB', '201541BA', '201595AB', '201606AB', 'detour-linka']"
2146,628,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201271AB', '201277AB', '201278BA', '201319AB', '201320BA', '201321AB', '201322AB', '201347AB', '201595AB', '201606AB']"
2146,633,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201102BA', '201103AB', '201270AB', '201277AB', '201291BA', '201294BA', '201317BA', '201319AB', '201321AB', '201322AB', '201334BA', '201335AB', '201347AB', '201532AB', '201595AB', '201606AB', 'detour-linka']"
2146,637,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201102BA', '201103AB', '201105AB', '201270AB', '201277AB', '201294BA', '201317BA', '201319AB', '201321AB', '201322AB', '201334BA', '201335AB', '201347AB', '201505BA', '201508AB', '201512BA', '201517AB', '201532AB', '201595AB', '201606AB', 'detour-linka']"
2146,640,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201500AB', '201533AB', '201541BA', '201544BA', '201558AB', '201559AB', '201595AB', '201606AB', 'detour-linka']"
2146,645,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201494AB', '201497AB', '201500AB', '201530AB', '201531BA', '201533AB', '201536BA', '201537AB', '201541BA', '201546BA', '201549BA', '201558AB', '201573AB', '201574BA', '201581AB', '201595AB', '201606AB', 'detour-linka']"
2146,646,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201067BA', '201080AB', '201086AB', '201346AB', '201349AB', '201350AB', '201351AB', '201353AB', '201577AB', '201590AB', '201595AB', '201606AB', '201634AB', '201636AB', '201638BA', '201642AB', '201645BA']"
2146,647,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201048BA', '201065AB', '201067BA', '201086AB', '201346AB', '201349AB', '201350AB', '201351AB', '201353AB', '201590AB', '201595AB', '201606AB', '201634AB', '201642AB', '201645BA']"
2146,649,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201534BA', '201536BA', '201537AB', '201595AB', '201606AB', 'detour-linka']"
2146,650,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201528BA', '201537AB', '201595AB', '201606AB', 'detour-linka']"
2146,651,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201492BA', '201493BA', '201497AB', '201530AB', '201531BA', '201533AB', '201536BA', '201537AB', '201540BA', '201543AB', '201581AB', '201595AB', '201606AB', 'detour-linka']"
2146,653,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201051BA', '201065AB', '201086AB', '201090AB', '201102BA', '201346AB', '201349AB', '201350AB', '201351AB', '201353AB', '201496BA', '201531BA', '201536BA', '201537AB', '201578AB', '201583BA', '201590AB', '201595AB', '201606AB', '201634AB', '201642AB', '201645BA', '201849AB', 'detour-linka']"
2146,654,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201494AB', '201497AB', '201499AB', '201530AB', '201531BA', '201533AB', '201536BA', '201537AB', '201540BA', '201543AB', '201572BA', '201581AB', '201595AB', '201606AB', 'detour-linka']"
2146,2061,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201529BA', '201533AB', '201542BA', '201595AB', '201606AB', 'detour-linka']"
2146,2125,"['200984AB', '201005BA']"
2146,2136,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201595AB', '201597BA', '201604BA', '201605AB', '201606AB', '201610AB', '201613BA', '201615BA']"
2146,2137,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201592BA', '201595AB', '201597BA', '201604BA', '201605AB', '201606AB', '201610AB', '201614AB', '201615BA', '201639BA']"
2146,2142,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201595AB', '201603BA']"
2146,2147,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201592BA', '201595AB', '201597BA', '201604BA', '201605AB', '201606AB', '201610AB', '201614AB', '201615BA', '201633BA']"
2146,2197,"['200820BA', '200821BA', '200984AB', '200985BA', '200989AB', '201065AB', '201102BA', '201105AB', '201277AB', '201294BA', '201317BA', '201319AB', '201321AB', '201322AB', '201335AB', '201342AB', '201346AB', '201347AB', '201351AB', '201353AB', '201354AB', '201495BA', '201500AB', '201502BA', '201507BA', '201509AB', '201517AB', '201520AB', '201526AB', '201533AB', '201541BA', '201548AB', '201558AB', '201559AB', '201560BA', '201595AB', '201606AB', 'detour-linka']"
2147,1,"['201065AB', '201086AB', '201089AB', '201346AB', '201349AB', '201350AB', '201351AB', '201353AB', '201590AB', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201633AB', '201634AB', '201642AB']"
2147,2,"['201065AB', '201070BA', '201086AB', '201090AB', '201102BA', '201342AB', '201346AB', '201349AB', '201350AB', '201351AB', '201353AB', '201354AB', '201494AB', '201497AB', '201500AB', '201530AB', '201531BA', '201533AB', '201536BA', '201537AB', '201541BA', '201549BA', '201558AB', '201573AB', '201574BA', '201581AB', '201590AB', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201633AB', '201634AB', '201642AB', '201645BA', '201810AB', '201823AB', '201827BA', '201844BA', '201847AB', '201849AB']"
2147,3,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201500AB', '201533AB', '201541BA', '201551AB', '201558AB', '201562AB', '201564AB', '201568BA', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201633AB']"
2147,4,"['201065AB', '201277AB', '201298AB', '201324AB', '201347AB', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201633AB']"
2147,5,"['200831AB', '200947BA', '201065AB', '201271AB', '201277AB', '201280AB', '201286AB', '201319AB', '201320BA', '201321AB', '201322AB', '201347AB', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201633AB']"
2147,8,"['201065AB', '201086AB', '201090AB', '201346AB', '201349AB', '201350AB', '201351AB', '201353AB', '201590AB', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201633AB', '201634AB', '201642AB', '201645BA', '201848AB']"
2147,9,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201500AB', '201533AB', '201541BA', '201551AB', '201558AB', '201563AB', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201633AB']"
2147,10,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201500AB', '201533AB', '201541BA', '201548AB', '201557AB', '201558AB', '201559AB', '201560BA', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201633AB']"
2147,12,"['201065AB', '201105AB', '201277AB', '201294BA', '201317BA', '201319AB', '201321AB', '201322AB', '201335AB', '201347AB', '201508AB', '201514AB', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201633AB']"
2147,14,"['201065AB', '201277AB', '201292AB', '201300AB', '201319AB', '201320BA', '201321AB', '201322AB', '201347AB', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201633AB']"
2147,16,"['200820AB', '200998AB', '201000AB', '201001AB', '201592AB', '201595BA', '201597AB', '201604AB', '201605BA', '201606BA', '201610BA', '201614BA', '201615AB', '201633AB']"
2147,17,"['201592AB', '201610BA', '201611BA', '201614BA', '201615AB', '201633AB']"
2147,19,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201500AB', '201533AB', '201541BA', '201551AB', '201558AB', '201568BA', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201633AB']"
2147,602,"['200831AB', '200917BA', '201065AB', '201271AB', '201277AB', '201280AB', '201286AB', '201319AB', '201320BA', '201321AB', '201322AB', '201347AB', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201633AB']"
2147,615,"['200820AB', '200833BA', '200846BA', '200997BA', '201001AB', '201061AB', '201592AB', '201595BA', '201597AB', '201604AB', '201605BA', '201606BA', '201610BA', '201614BA', '201615AB', '201633AB']"
2147,617,"['201592AB', '201596AB', '201601BA', '201602BA', '201610BA', '201614BA', '201615AB', '201633AB']"
2147,619,"['201592AB', '201594BA', '201633AB']"
2147,621,"['201065AB', '201102BA', '201104AB', '201338BA', '201340BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201532AB', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201633AB']"
2147,622,"['201065AB', '201271AB', '201277AB', '201284BA', '201285AB', '201286AB', '201287BA', '201319AB', '201320BA', '201321AB', '201322AB', '201347AB', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201633AB']"
2147,624,"['201065AB', '201102BA', '201103AB', '201266BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201532AB', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201633AB']"
2147,625,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201501AB', '201519BA', '201533AB', '201542BA', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201633AB']"
2147,626,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201501AB', '201504BA', '201533AB', '201542BA', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201633AB']"
2147,627,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201490BA', '201500AB', '201533AB', '201541BA', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201633AB']"
2147,628,"['201065AB', '201271AB', '201277AB', '201278BA', '201319AB', '201320BA', '201321AB', '201322AB', '201347AB', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201633AB']"
2147,633,"['201065AB', '201277AB', '201291BA', '201294BA', '201317BA', '201319AB', '201321AB', '201322AB', '201335AB', '201347AB', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201633AB']"
2147,637,"['201065AB', '201105AB', '201277AB', '201294BA', '201317BA', '201319AB', '201321AB', '201322AB', '201335AB', '201347AB', '201505BA', '201508AB', '201512BA', '201517AB', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201633AB']"
2147,640,"['201065AB', '201102BA', '201342AB', '201346AB', '201351AB', '201353AB', '201354AB', '201500AB', '201533AB', '201541BA', '201544BA', '201558AB', '201559AB', '201592AB', '201597AB', '201604AB', '201605BA', '201610BA', '201614BA', '201615AB', '201633AB']"
