link_id,vdf_type,from_node_id,to_node_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,preload_volume,person_volume,travel_time,speed,speed_ratio,VOC,DOC,capacity,queue,avg_waiting_time_in_min,qdf,lanes,D,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_sov,person_vol_hov2,person_vol_hov3,person_vol_sut,person_vol_mut,obs_count,upper_bound_type,dev,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,TT_0,TT_1,TT_2,TT_3,TT_4,TT_5,TT_6,TT_7,TT_8,TT_9,TT_10,TT_11,TT_12,TT_13,TT_14,TT_15,TT_16,TT_17,TT_18,TT_19,SVol_0,SVol_1,SVol_2,SVol_3,SVol_4,SVol_5,SVol_6,SVol_7,SVol_8,SVol_9,SVol_10,SVol_11,SVol_12,SVol_13,SVol_14,SVol_15,SVol_16,SVol_17,SVol_18,SVol_19,notes,od_pairs,od_zone_pairs
201285BA,qvdf,202615,202606,,,-1,0,-1,1,3,,3,1500_1800,2074.757,18.944,2074.757,1.36,26.016,0.65,0.988,1.052,700.0,0.0,0.476,0.355,1.0,736.232,1.169,1.195,1.241,0.0,40.0,34.0,0.498,1.0,26.016,21.017,1223.712,47.036,1223.712,47.036,16.443,11.045,"LINESTRING (-112.435918 33.645465, -112.436664 33.638992)",2055.8,0.0,0.0,0.0,0.0,2190.0,0.0,-115.2,40.0,39.999,39.999,39.998,39.997,39.997,39.996,37.996,39.997,39.998,39.999,39.999,40.0,39.999,39.998,39.997,39.997,39.996,39.995,39.994,39.993,39.993,39.992,39.991,39.99,39.99,37.99,39.991,39.992,39.993,39.994,39.995,39.996,39.997,39.998,39.999,39.638,38.55,37.463,36.375,35.288,34.16,28.718,22.407,21.507,26.092,33.347,37.364,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,2075.38,0.0,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,period-based,"(25,0),(25,1),(25,2),(25,7),(25,8),(25,9),(25,11),(25,13),(25,15),(25,16),(25,18),(25,19),(25,20),(25,21),(25,22),(25,23),(25,27),(25,28),(25,29),(25,30),(25,31),(25,32),(25,33),(25,34),(25,35),(25,36),(25,37),(25,40),(25,43),(25,46),(25,47),(25,48),(25,49),(25,50),(25,51),(25,52),(25,55)","(622,1),(622,2),(622,3),(622,8),(622,9),(622,10),(622,12),(622,14),(622,16),(622,17),(622,19),(622,602),(622,615),(622,617),(622,619),(622,620),(622,624),(622,625),(622,626),(622,627),(622,628),(622,633),(622,637),(622,640),(622,645),(622,646),(622,647),(622,651),(622,654),(622,2061),(622,2125),(622,2136),(622,2137),(622,2142),(622,2146),(622,2147),(622,2197)"
201286AB,qvdf,202617,202606,,,-1,0,-1,1,2,,2,1500_1800,4744.308,29.582,4744.308,0.124,31.653,0.812,0.586,0.634,900.0,0.0,0.023,0.361,3.0,570.925,1.235,1.177,0.571,0.0,39.0,33.15,0.457,1.0,31.653,26.285,310.23,9.801,310.23,9.801,1.846,0.442,"LINESTRING (-112.433904 33.640386, -112.435038 33.640410)",4714.7,0.0,0.0,0.0,0.0,4140.9,0.0,603.4,39.0,39.0,39.0,39.0,38.999,38.999,38.999,37.049,38.999,38.999,39.0,39.0,39.0,39.0,39.0,38.999,38.999,38.999,38.999,38.999,38.998,38.998,38.998,38.998,38.998,38.997,37.047,38.998,38.998,38.998,38.998,38.999,38.999,38.999,39.0,39.0,38.716,37.863,37.01,36.157,35.304,34.451,33.598,32.663,28.758,35.256,35.589,37.635,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,4745.34,0.0,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,period-based,"(1,4),(1,19),(1,25),(2,4),(2,19),(2,25),(5,19),(5,25),(7,19),(7,25),(8,19),(8,25),(9,19),(9,25),(11,19),(11,25),(13,19),(13,25),(15,19),(15,25),(16,19),(16,25),(18,19),(18,25),(20,19),(20,25),(21,19),(21,25),(22,19),(22,25),(23,19),(23,25),(24,19),(26,19),(27,19),(27,25),(28,19),(28,25),(29,19),(29,25),(30,19),(30,25),(31,19),(31,25),(32,19),(32,25),(33,19),(33,25),(34,19),(34,25),(35,19),(35,25),(36,19),(36,25),(37,19),(37,25),(38,19),(39,19),(40,19),(40,25),(41,19),(41,25),(42,19),(43,19),(43,25),(46,19),(46,25),(47,19),(47,25),(48,19),(48,25),(49,19),(49,25),(50,19),(50,25),(51,19),(51,25),(52,19),(52,25),(55,19),(55,25)","(2,5),(2,602),(2,622),(3,5),(3,602),(3,622),(6,602),(6,622),(8,602),(8,622),(9,602),(9,622),(10,602),(10,622),(12,602),(12,622),(14,602),(14,622),(16,602),(16,622),(17,602),(17,622),(19,602),(19,622),(615,602),(615,622),(617,602),(617,622),(619,602),(619,622),(620,602),(620,622),(621,602),(623,602),(624,602),(624,622),(625,602),(625,622),(626,602),(626,622),(627,602),(627,622),(628,602),(628,622),(633,602),(633,622),(637,602),(637,622),(640,602),(640,622),(645,602),(645,622),(646,602),(646,622),(647,602),(647,622),(649,602),(650,602),(651,602),(651,622),(652,602),(652,622),(653,602),(654,602),(654,622),(2061,602),(2061,622),(2125,602),(2125,622),(2136,602),(2136,622),(2137,602),(2137,622),(2142,602),(2142,622),(2146,602),(2146,622),(2147,602),(2147,622),(2197,602),(2197,622)"
201286BA,qvdf,202606,202617,,,-1,0,-1,1,2,,2,1500_1800,3596.126,29.02,3596.126,0.115,34.058,0.873,0.444,0.481,900.0,0.0,0.015,0.361,3.0,432.754,1.235,1.177,0.357,0.0,39.0,33.15,0.457,1.0,34.058,28.497,235.151,6.905,235.151,6.905,0.875,0.0,"LINESTRING (-112.435106 33.637206, -112.433972 33.637182)",3567.1,0.0,0.0,0.0,0.0,3481.3,0.0,114.8,39.0,39.0,39.0,39.0,38.999,38.999,38.999,37.049,38.999,39.0,39.0,39.0,39.0,39.0,39.0,38.999,38.999,38.999,38.999,38.999,38.998,38.998,38.998,38.998,38.998,38.997,37.047,38.998,38.998,38.998,38.998,38.999,38.999,38.999,39.0,39.0,38.774,38.096,37.417,36.739,36.061,35.382,34.704,34.948,33.03,34.989,36.493,37.997,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,3596.75,0.0,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,period-based,"(4,1),(4,2),(4,3),(19,0),(19,1),(19,2),(19,7),(19,8),(19,9),(19,11),(19,13),(19,15),(19,16),(19,18),(19,20),(19,21),(19,22),(19,23),(19,24),(19,26),(19,27),(19,28),(19,29),(19,30),(19,31),(19,32),(19,33),(19,34),(19,35),(19,36),(19,37),(19,38),(19,39),(19,40),(19,41),(19,42),(19,43),(19,46),(19,47),(19,48),(19,49),(19,50),(19,51),(19,52),(19,55),(25,0),(25,1),(25,2),(25,7),(25,8),(25,9),(25,11),(25,13),(25,15),(25,16),(25,18),(25,20),(25,21),(25,22),(25,23),(25,27),(25,28),(25,29),(25,30),(25,31),(25,32),(25,33),(25,34),(25,35),(25,36),(25,37),(25,40),(25,43),(25,46),(25,47),(25,48),(25,49),(25,50),(25,51),(25,52),(25,55),(54,0),(54,1),(54,2),(54,7),(54,8),(54,9),(54,11),(54,13),(54,15),(54,16),(54,18),(54,20),(54,21),(54,22),(54,23),(54,24),(54,26),(54,27),(54,28),(54,29),(54,30),(54,31),(54,32),(54,33),(54,34),(54,35),(54,36),(54,37),(54,38),(54,39),(54,40),(54,41),(54,42),(54,43),(54,46),(54,47),(54,48),(54,49),(54,50),(54,51),(54,52),(54,55)","(5,2),(5,3),(5,4),(602,1),(602,2),(602,3),(602,8),(602,9),(602,10),(602,12),(602,14),(602,16),(602,17),(602,19),(602,615),(602,617),(602,619),(602,620),(602,621),(602,623),(602,624),(602,625),(602,626),(602,627),(602,628),(602,633),(602,637),(602,640),(602,645),(602,646),(602,647),(602,649),(602,650),(602,651),(602,652),(602,653),(602,654),(602,2061),(602,2125),(602,2136),(602,2137),(602,2142),(602,2146),(602,2147),(602,2197),(622,1),(622,2),(622,3),(622,8),(622,9),(622,10),(622,12),(622,14),(622,16),(622,17),(622,19),(622,615),(622,617),(622,619),(622,620),(622,624),(622,625),(622,626),(622,627),(622,628),(622,633),(622,637),(622,640),(622,645),(622,646),(622,647),(622,651),(622,654),(622,2061),(622,2125),(622,2136),(622,2137),(622,2142),(622,2146),(622,2147),(622,2197),(2166,1),(2166,2),(2166,3),(2166,8),(2166,9),(2166,10),(2166,12),(2166,14),(2166,16),(2166,17),(2166,19),(2166,615),(2166,617),(2166,619),(2166,620),(2166,621),(2166,623),(2166,624),(2166,625),(2166,626),(2166,627),(2166,628),(2166,633),(2166,637),(2166,640),(2166,645),(2166,646),(2166,647),(2166,649),(2166,650),(2166,651),(2166,652),(2166,653),(2166,654),(2166,2061),(2166,2125),(2166,2136),(2166,2137),(2166,2142),(2166,2146),(2166,2147),(2166,2197)"
201287AB,qvdf,622,202615,,,-1,0,-1,1,9,,9,1500_1800,2608.633,18.944,2608.633,0.155,20.0,1.0,0.001,0.001,99999.0,0.0,0.0,0.355,9.0,102.853,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,135.075,6.754,135.075,6.754,0.0,0.0,"LINESTRING (-112.436106 33.645188, -112.435729 33.644506)",2589.7,0.0,0.0,0.0,0.0,2744.2,0.0,-135.5,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,2611.81,0.0,-0.19,-0.19,-0.19,-0.18,-0.18,-0.18,-0.18,-0.17,-0.17,-0.17,-0.16,-0.16,-0.16,-0.16,-0.15,-0.15,-0.15,-0.15,period-based,"(25,0),(25,1),(25,2),(25,7),(25,8),(25,9),(25,11),(25,13),(25,15),(25,16),(25,18),(25,19),(25,20),(25,21),(25,22),(25,23),(25,24),(25,26),(25,27),(25,28),(25,29),(25,30),(25,31),(25,32),(25,33),(25,34),(25,35),(25,36),(25,37),(25,38),(25,39),(25,40),(25,41),(25,42),(25,43),(25,46),(25,47),(25,48),(25,49),(25,50),(25,51),(25,52),(25,55)","(622,1),(622,2),(622,3),(622,8),(622,9),(622,10),(622,12),(622,14),(622,16),(622,17),(622,19),(622,602),(622,615),(622,617),(622,619),(622,620),(622,621),(622,623),(622,624),(622,625),(622,626),(622,627),(622,628),(622,633),(622,637),(622,640),(622,645),(622,646),(622,647),(622,649),(622,650),(622,651),(622,652),(622,653),(622,654),(622,2061),(622,2125),(622,2136),(622,2137),(622,2142),(622,2146),(622,2147),(622,2197)"
201287BA,qvdf,202615,622,,,-1,0,-1,1,9,,9,1500_1800,2968.913,19.458,2968.913,0.155,20.0,1.0,0.001,0.001,99999.0,0.0,0.0,0.355,9.0,117.058,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,153.73,7.687,153.73,7.687,0.0,0.0,"LINESTRING (-112.432923 33.646056, -112.433300 33.646738)",2949.5,0.0,0.0,0.0,0.0,2800.7,0.0,168.2,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,2972.65,0.0,-0.23,-0.22,-0.22,-0.22,-0.21,-0.21,-0.21,-0.2,-0.2,-0.2,-0.19,-0.19,-0.19,-0.18,-0.18,-0.18,-0.17,-0.17,period-based,"(1,25),(2,25),(5,25),(7,25),(8,25),(9,25),(11,25),(13,25),(15,25),(16,25),(18,25),(19,25),(20,25),(21,25),(22,25),(23,25),(24,25),(26,25),(27,25),(28,25),(29,25),(30,25),(31,25),(32,25),(33,25),(34,25),(35,25),(36,25),(37,25),(38,25),(39,25),(40,25),(41,25),(42,25),(43,25),(46,25),(47,25),(48,25),(49,25),(50,25),(51,25),(52,25),(54,25),(55,25)","(2,622),(3,622),(6,622),(8,622),(9,622),(10,622),(12,622),(14,622),(16,622),(17,622),(19,622),(602,622),(615,622),(617,622),(619,622),(620,622),(621,622),(623,622),(624,622),(625,622),(626,622),(627,622),(628,622),(633,622),(637,622),(640,622),(645,622),(646,622),(647,622),(649,622),(650,622),(651,622),(652,622),(653,622),(654,622),(2061,622),(2125,622),(2136,622),(2137,622),(2142,622),(2146,622),(2147,622),(2166,622),(2197,622)"
201288AB,qvdf,202623,202616,,,-1,0,-1,1,3,,3,1500_1800,610.06,0.0,610.06,0.097,36.427,0.934,0.291,0.309,700.0,0.0,0.006,0.355,1.0,216.481,1.169,1.195,0.16,0.0,39.0,33.15,0.498,1.0,36.427,30.707,35.865,0.985,35.865,0.985,0.065,0.0,"LINESTRING (-112.434548 33.654883, -112.435568 33.654879)",610.1,0.0,0.0,0.0,0.0,601.6,0.0,8.4,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,38.888,38.553,38.218,37.883,37.548,37.213,36.878,36.543,34.604,37.135,37.835,38.534,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,612.76,0.0,-0.17,-0.17,-0.17,-0.16,-0.16,-0.15,-0.15,-0.15,-0.14,-0.14,-0.14,-0.13,-0.13,-0.13,-0.13,-0.12,-0.12,-0.12,period-based,"(5,25),(15,25),(20,25),(24,25),(26,25),(38,25),(39,25),(42,25),(47,25),(50,25),(51,25)","(6,622),(16,622),(615,622),(621,622),(623,622),(649,622),(650,622),(653,622),(2125,622),(2142,622),(2146,622)"
201288BA,qvdf,202616,202623,,,-1,0,-1,1,3,,3,1500_1800,533.876,0.0,533.876,0.096,36.92,0.947,0.254,0.271,700.0,0.0,0.005,0.355,1.0,189.447,1.169,1.195,0.128,0.0,39.0,33.15,0.498,1.0,36.92,31.172,31.387,0.85,31.387,0.85,0.045,0.0,"LINESTRING (-112.435568 33.651673, -112.434548 33.651677)",533.9,0.0,0.0,0.0,0.0,554.2,0.0,-20.3,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,38.91,38.642,38.373,38.105,37.836,37.567,37.299,37.03,35.094,37.519,38.074,38.63,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,536.43,0.0,-0.16,-0.16,-0.15,-0.15,-0.15,-0.15,-0.14,-0.14,-0.14,-0.13,-0.13,-0.13,-0.13,-0.12,-0.12,-0.12,-0.12,-0.11,period-based,"(25,15),(25,20),(25,24),(25,26),(25,38),(25,39),(25,41),(25,42),(25,47),(25,50),(25,51)","(622,16),(622,615),(622,621),(622,623),(622,649),(622,650),(622,652),(622,653),(622,2125),(622,2142),(622,2146)"
201289AB,qvdf,202613,202610,,,-1,0,-1,1,4,,4,1500_1800,1328.951,10.795,1328.951,0.505,34.952,0.874,0.443,0.472,500.0,0.0,0.064,0.355,2.0,235.79,1.169,1.195,0.327,0.0,40.0,34.0,0.498,1.0,34.952,29.243,390.898,11.184,390.898,11.184,1.411,0.0,"LINESTRING (-112.426931 33.660545, -112.425608 33.664549)",1318.2,0.0,0.0,0.0,0.0,1285.0,0.0,44.0,40.0,40.0,40.0,40.0,39.999,39.999,39.999,37.999,39.999,40.0,40.0,40.0,40.0,40.0,40.0,39.999,39.999,39.999,39.999,39.999,39.999,39.998,39.998,39.998,39.998,39.998,37.998,39.998,39.998,39.998,39.999,39.999,39.999,39.999,40.0,40.0,39.771,39.084,38.397,37.71,37.022,36.335,35.648,34.482,32.503,35.977,37.486,38.994,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1328.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based,"(13,24),(13,26),(19,24),(19,26),(25,24),(25,26),(31,24),(31,26),(54,24),(54,26)","(14,621),(14,623),(602,621),(602,623),(622,621),(622,623),(628,621),(628,623),(2166,621),(2166,623)"
201289BA,qvdf,202610,202613,,,-1,0,-1,1,4,,4,1500_1800,1101.958,10.545,1101.958,0.488,36.195,0.905,0.367,0.391,500.0,0.0,0.046,0.355,2.0,195.516,1.169,1.195,0.238,0.0,40.0,34.0,0.498,1.0,36.195,30.4,324.13,8.955,324.13,8.955,0.852,0.0,"LINESTRING (-112.428652 33.665555, -112.429975 33.661551)",1091.4,0.0,0.0,0.0,0.0,1075.9,0.0,26.0,40.0,40.0,40.0,40.0,39.999,39.999,39.999,37.999,39.999,40.0,40.0,40.0,40.0,40.0,40.0,39.999,39.999,39.999,39.999,39.999,39.999,39.999,39.998,39.998,39.998,39.998,37.998,39.998,39.998,39.999,39.999,39.999,39.999,39.999,40.0,40.0,39.831,39.326,38.82,38.314,37.808,37.303,36.797,36.574,34.59,37.12,38.2,39.28,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,1101.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based,"(24,13),(24,19),(24,25),(24,31),(26,13),(26,19),(26,25),(26,31)","(621,14),(621,602),(621,622),(621,628),(623,14),(623,602),(623,622),(623,628)"
201290AB,qvdf,620,202904,,,-1,0,-1,1,9,,9,1500_1800,51.087,0.027,51.087,1.389,20.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.355,9.0,2.014,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,23.652,1.183,23.652,1.183,0.0,0.0,"LINESTRING (-112.433611 33.685677, -112.441238 33.683563)",51.1,0.0,0.0,0.0,0.0,71.6,0.0,-20.5,20.0,20.0,20.0,20.0,20.0,20.0,20.0,18.853,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.061,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,67.42,0.0,-1.02,-1.0,-0.98,-0.96,-0.94,-0.92,-0.9,-0.89,-0.87,-0.85,-0.84,-0.82,-0.81,-0.79,-0.78,-0.76,-0.75,-0.74,period-based,"(23,1),(23,2),(23,8),(23,9),(23,11),(23,15),(23,18),(23,20),(23,24),(23,26),(23,27),(23,28),(23,29),(23,30),(23,32),(23,33),(23,34),(23,35),(23,38),(23,39),(23,40),(23,41),(23,42),(23,43),(23,46),(23,47),(23,50),(23,51),(23,55)","(620,2),(620,3),(620,9),(620,10),(620,12),(620,16),(620,19),(620,615),(620,621),(620,623),(620,624),(620,625),(620,626),(620,627),(620,633),(620,637),(620,640),(620,645),(620,649),(620,650),(620,651),(620,652),(620,653),(620,654),(620,2061),(620,2125),(620,2142),(620,2146),(620,2197)"
201290BA,qvdf,202904,620,,,-1,0,-1,1,9,,9,1500_1800,75.378,0.04,75.378,1.389,20.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.355,9.0,2.972,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,34.898,1.745,34.898,1.745,0.0,0.0,"LINESTRING (-112.440382 33.680473, -112.432755 33.682587)",75.3,0.0,0.0,0.0,0.0,68.7,0.0,6.7,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.018,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,18.984,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,94.42,0.0,-1.18,-1.16,-1.13,-1.11,-1.09,-1.08,-1.06,-1.04,-1.02,-1.0,-0.98,-0.97,-0.95,-0.93,-0.92,-0.9,-0.86,-0.84,period-based,"(1,23),(2,23),(5,23),(8,23),(9,23),(11,23),(15,23),(18,23),(20,23),(24,23),(26,23),(27,23),(28,23),(29,23),(30,23),(32,23),(33,23),(34,23),(35,23),(38,23),(39,23),(40,23),(41,23),(42,23),(43,23),(46,23),(47,23),(50,23),(51,23),(55,23)","(2,620),(3,620),(6,620),(9,620),(10,620),(12,620),(16,620),(19,620),(615,620),(621,620),(623,620),(624,620),(625,620),(626,620),(627,620),(633,620),(637,620),(640,620),(645,620),(649,620),(650,620),(651,620),(652,620),(653,620),(654,620),(2061,620),(2125,620),(2142,620),(2146,620),(2197,620)"
201291AB,qvdf,633,202730,,,-1,0,-1,1,9,,9,1500_1800,1254.863,1.206,1254.863,1.698,20.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.355,9.0,49.477,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,710.228,35.512,710.228,35.512,0.0,0.0,"LINESTRING (-112.399481 33.631895, -112.403180 33.639502)",1253.7,0.0,0.0,0.0,0.0,1134.7,0.0,120.2,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1254.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based,"(32,0),(32,7),(32,13),(32,15),(32,16),(32,19),(32,20),(32,21),(32,22),(32,23),(32,24),(32,25),(32,26),(32,27),(32,31),(32,36),(32,37),(32,38),(32,41),(32,42),(32,47),(32,48),(32,49),(32,50),(32,51),(32,52)","(633,1),(633,8),(633,14),(633,16),(633,17),(633,602),(633,615),(633,617),(633,619),(633,620),(633,621),(633,622),(633,623),(633,624),(633,628),(633,646),(633,647),(633,649),(633,652),(633,653),(633,2125),(633,2136),(633,2137),(633,2142),(633,2146),(633,2147)"
201291BA,qvdf,202730,633,,,-1,0,-1,1,9,,9,1500_1800,1394.004,1.361,1394.004,1.698,20.0,1.0,0.001,0.001,99999.0,0.0,0.0,0.355,9.0,54.963,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,788.979,39.449,788.979,39.449,0.0,0.0,"LINESTRING (-112.406062 33.638100, -112.402363 33.630493)",1392.6,0.0,0.0,0.0,0.0,1299.5,0.0,94.5,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,period-based,"(5,32),(7,32),(13,32),(15,32),(16,32),(19,32),(20,32),(21,32),(22,32),(23,32),(24,32),(25,32),(26,32),(27,32),(31,32),(36,32),(37,32),(38,32),(42,32),(47,32),(48,32),(49,32),(50,32),(51,32),(52,32),(54,32)","(6,633),(8,633),(14,633),(16,633),(17,633),(602,633),(615,633),(617,633),(619,633),(620,633),(621,633),(622,633),(623,633),(624,633),(628,633),(646,633),(647,633),(649,633),(653,633),(2125,633),(2136,633),(2137,633),(2142,633),(2146,633),(2147,633),(2166,633)"
