link_id,vdf_type,from_node_id,to_node_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,preload_volume,person_volume,travel_time,speed,speed_ratio,VOC,DOC,capacity,queue,avg_waiting_time_in_min,qdf,lanes,D,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_sov,person_vol_hov2,person_vol_hov3,person_vol_sut,person_vol_mut,obs_count,upper_bound_type,dev,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,TT_0,TT_1,TT_2,TT_3,TT_4,TT_5,TT_6,TT_7,TT_8,TT_9,TT_10,TT_11,TT_12,TT_13,TT_14,TT_15,TT_16,TT_17,TT_18,TT_19,SVol_0,SVol_1,SVol_2,SVol_3,SVol_4,SVol_5,SVol_6,SVol_7,SVol_8,SVol_9,SVol_10,SVol_11,SVol_12,SVol_13,SVol_14,SVol_15,SVol_16,SVol_17,SVol_18,SVol_19,notes,od_pairs,od_zone_pairs
201520BA,qvdf,202509,202511,,,-1,0,-1,1,2,,2,1500_1800,4866.787,2.664,4866.787,0.477,31.392,0.805,0.601,0.651,900.0,0.0,0.093,0.361,3.0,585.664,1.235,1.177,0.596,0.0,39.0,33.15,0.457,1.0,31.392,26.047,1213.923,38.669,1213.923,38.669,7.543,2.05,"LINESTRING (-112.380990 33.640252, -112.385316 33.640323)",4864.1,0.0,0.0,0.0,0.0,4632.5,0.0,234.3,39.0,39.0,39.0,39.0,39.0,39.0,39.0,37.05,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,37.05,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,38.714,37.854,36.995,36.136,35.276,34.417,33.558,32.12,28.347,34.983,35.527,37.611,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,4867.9,0.0,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,period-based,"(1,3),(1,4),(1,11),(1,13),(1,19),(1,25),(1,27),(1,31),(1,32),(1,33),(2,3),(2,4),(2,11),(2,13),(2,19),(2,25),(2,27),(2,31),(2,32),(2,33),(7,11),(7,33),(8,11),(8,13),(8,19),(8,25),(8,27),(8,31),(8,32),(8,33),(9,11),(9,13),(9,19),(9,25),(9,27),(9,28),(9,31),(9,32),(9,33),(18,11),(18,13),(18,19),(18,25),(18,27),(18,31),(18,32),(18,33),(29,0),(29,11),(29,13),(29,19),(29,25),(29,27),(29,31),(29,32),(29,33),(30,11),(30,13),(30,19),(30,25),(30,27),(30,28),(30,31),(30,32),(30,33),(34,11),(34,13),(34,19),(34,25),(34,27),(34,28),(34,31),(34,32),(34,33),(35,11),(35,13),(35,19),(35,25),(35,27),(35,31),(35,32),(35,33),(36,33),(37,33),(42,33),(43,11),(43,13),(43,19),(43,25),(43,27),(43,31),(43,32),(43,33),(55,11),(55,13),(55,19),(55,24),(55,25),(55,26),(55,27),(55,28),(55,31),(55,32),(55,33),(55,46)","(2,4),(2,5),(2,12),(2,14),(2,602),(2,622),(2,624),(2,628),(2,633),(2,637),(3,4),(3,5),(3,12),(3,14),(3,602),(3,622),(3,624),(3,628),(3,633),(3,637),(8,12),(8,637),(9,12),(9,14),(9,602),(9,622),(9,624),(9,628),(9,633),(9,637),(10,12),(10,14),(10,602),(10,622),(10,624),(10,625),(10,628),(10,633),(10,637),(19,12),(19,14),(19,602),(19,622),(19,624),(19,628),(19,633),(19,637),(626,1),(626,12),(626,14),(626,602),(626,622),(626,624),(626,628),(626,633),(626,637),(627,12),(627,14),(627,602),(627,622),(627,624),(627,625),(627,628),(627,633),(627,637),(640,12),(640,14),(640,602),(640,622),(640,624),(640,625),(640,628),(640,633),(640,637),(645,12),(645,14),(645,602),(645,622),(645,624),(645,628),(645,633),(645,637),(646,637),(647,637),(653,637),(654,12),(654,14),(654,602),(654,622),(654,624),(654,628),(654,633),(654,637),(2197,12),(2197,14),(2197,602),(2197,621),(2197,622),(2197,623),(2197,624),(2197,625),(2197,628),(2197,633),(2197,637),(2197,2061)"
201525AB,qvdf,627,202513,,,-1,0,-1,1,9,,9,1500_1800,2025.929,0.322,2025.929,1.418,20.0,1.0,0.001,0.001,99999.0,0.0,0.0,0.355,9.0,79.878,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,957.332,47.867,957.332,47.867,0.0,0.0,"LINESTRING (-112.369512 33.645521, -112.369676 33.638666)",2025.6,0.0,0.0,0.0,0.0,2149.9,0.0,-124.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.001,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,18.999,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,2025.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based,"(30,9),(30,11),(30,13),(30,19),(30,25),(30,27),(30,28),(30,29),(30,31),(30,32),(30,33),(30,34),(30,55)","(627,10),(627,12),(627,14),(627,602),(627,622),(627,624),(627,625),(627,626),(627,628),(627,633),(627,637),(627,640),(627,2197)"
201525BA,qvdf,202513,627,,,-1,0,-1,1,9,,9,1500_1800,1889.418,0.728,1889.418,1.418,20.0,1.0,0.001,0.001,99999.0,0.0,0.0,0.355,9.0,74.496,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,892.825,44.641,892.825,44.641,0.0,0.0,"LINESTRING (-112.366472 33.638590, -112.366308 33.645445)",1888.7,0.0,0.0,0.0,0.0,2017.4,0.0,-128.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1889.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based,"(9,30),(11,30),(13,30),(19,30),(25,30),(27,30),(28,30),(29,30),(31,30),(32,30),(33,30),(34,30),(54,30),(55,30)","(10,627),(12,627),(14,627),(602,627),(622,627),(624,627),(625,627),(626,627),(628,627),(633,627),(637,627),(640,627),(2166,627),(2197,627)"
201526AB,qvdf,202508,202513,,,-1,0,-1,1,2,,2,1500_1800,4665.564,12.733,4665.564,0.95,31.821,0.816,0.576,0.624,900.0,0.0,0.175,0.361,3.0,561.449,1.235,1.177,0.555,0.0,39.0,33.15,0.457,1.0,31.821,26.438,2349.858,73.846,2349.858,73.846,13.593,2.96,"LINESTRING (-112.376809 33.637013, -112.368072 33.637025)",4652.8,0.0,0.0,0.0,0.0,4887.3,0.0,-221.7,39.0,39.0,39.0,39.0,39.0,39.0,39.0,37.05,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,38.999,38.999,38.999,37.049,38.999,38.999,39.0,39.0,39.0,39.0,39.0,39.0,39.0,38.717,37.868,37.019,36.17,35.321,34.472,33.623,33.001,29.03,35.411,35.626,37.651,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,4666.27,0.0,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,period-based,"(4,1),(4,2),(11,1),(11,2),(11,7),(11,8),(11,9),(11,18),(11,30),(11,34),(11,35),(11,43),(11,55),(13,1),(13,2),(13,8),(13,9),(13,18),(13,30),(13,34),(13,35),(13,43),(13,55),(19,1),(19,2),(19,8),(19,9),(19,18),(19,30),(19,34),(19,35),(19,43),(19,55),(24,55),(25,1),(25,2),(25,8),(25,9),(25,18),(25,30),(25,34),(25,35),(25,43),(25,55),(26,55),(27,1),(27,2),(27,8),(27,9),(27,18),(27,30),(27,34),(27,35),(27,43),(27,55),(28,9),(28,30),(28,34),(28,55),(29,1),(29,2),(29,7),(29,8),(29,9),(29,18),(29,30),(29,34),(29,35),(29,36),(29,37),(29,41),(29,42),(29,43),(29,55),(31,1),(31,2),(31,8),(31,9),(31,18),(31,30),(31,34),(31,35),(31,43),(31,55),(32,1),(32,2),(32,8),(32,9),(32,18),(32,30),(32,34),(32,35),(32,43),(32,55),(33,1),(33,2),(33,7),(33,8),(33,9),(33,18),(33,30),(33,34),(33,35),(33,36),(33,37),(33,41),(33,42),(33,43),(33,55),(46,55),(54,1),(54,2),(54,8),(54,9),(54,18),(54,30),(54,34),(54,35),(54,43),(54,55)","(5,2),(5,3),(12,2),(12,3),(12,8),(12,9),(12,10),(12,19),(12,627),(12,640),(12,645),(12,654),(12,2197),(14,2),(14,3),(14,9),(14,10),(14,19),(14,627),(14,640),(14,645),(14,654),(14,2197),(602,2),(602,3),(602,9),(602,10),(602,19),(602,627),(602,640),(602,645),(602,654),(602,2197),(621,2197),(622,2),(622,3),(622,9),(622,10),(622,19),(622,627),(622,640),(622,645),(622,654),(622,2197),(623,2197),(624,2),(624,3),(624,9),(624,10),(624,19),(624,627),(624,640),(624,645),(624,654),(624,2197),(625,10),(625,627),(625,640),(625,2197),(626,2),(626,3),(626,8),(626,9),(626,10),(626,19),(626,627),(626,640),(626,645),(626,646),(626,647),(626,652),(626,653),(626,654),(626,2197),(628,2),(628,3),(628,9),(628,10),(628,19),(628,627),(628,640),(628,645),(628,654),(628,2197),(633,2),(633,3),(633,9),(633,10),(633,19),(633,627),(633,640),(633,645),(633,654),(633,2197),(637,2),(637,3),(637,8),(637,9),(637,10),(637,19),(637,627),(637,640),(637,645),(637,646),(637,647),(637,652),(637,653),(637,654),(637,2197),(2061,2197),(2166,2),(2166,3),(2166,9),(2166,10),(2166,19),(2166,627),(2166,640),(2166,645),(2166,654),(2166,2197)"
201526BA,qvdf,202513,202508,,,-1,0,-1,1,2,,2,1500_1800,5655.748,12.61,5655.748,1.017,29.712,0.762,0.698,0.756,900.0,0.0,0.242,0.361,3.0,680.607,1.235,1.177,0.769,0.0,39.0,33.15,0.457,1.0,29.711,24.523,2848.574,95.875,2848.574,95.875,22.834,9.945,"LINESTRING (-112.368076 33.640231, -112.376813 33.640219)",5643.1,0.0,0.0,0.0,0.0,5499.0,0.0,156.8,39.0,39.0,39.0,39.0,39.0,39.0,39.0,37.05,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,38.999,38.999,38.999,37.049,38.999,38.999,39.0,39.0,39.0,39.0,39.0,39.0,39.0,38.698,37.793,36.888,35.982,35.077,34.172,34.821,28.682,25.994,34.557,35.04,37.416,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,5656.67,0.0,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,period-based,"(1,3),(1,4),(1,11),(1,13),(1,19),(1,25),(1,27),(1,29),(1,31),(1,32),(1,33),(2,3),(2,4),(2,11),(2,13),(2,19),(2,25),(2,27),(2,29),(2,31),(2,32),(2,33),(7,11),(7,29),(7,33),(8,11),(8,13),(8,19),(8,25),(8,27),(8,29),(8,31),(8,32),(8,33),(9,11),(9,13),(9,19),(9,25),(9,27),(9,28),(9,29),(9,31),(9,32),(9,33),(18,11),(18,13),(18,19),(18,25),(18,27),(18,29),(18,31),(18,32),(18,33),(30,11),(30,13),(30,19),(30,25),(30,27),(30,28),(30,29),(30,31),(30,32),(30,33),(34,11),(34,13),(34,19),(34,25),(34,27),(34,28),(34,29),(34,31),(34,32),(34,33),(35,11),(35,13),(35,19),(35,25),(35,27),(35,29),(35,31),(35,32),(35,33),(36,29),(36,33),(37,29),(37,33),(42,29),(42,33),(43,11),(43,13),(43,19),(43,25),(43,27),(43,29),(43,31),(43,32),(43,33),(55,11),(55,13),(55,19),(55,24),(55,25),(55,26),(55,27),(55,28),(55,29),(55,31),(55,32),(55,33),(55,46)","(2,4),(2,5),(2,12),(2,14),(2,602),(2,622),(2,624),(2,626),(2,628),(2,633),(2,637),(3,4),(3,5),(3,12),(3,14),(3,602),(3,622),(3,624),(3,626),(3,628),(3,633),(3,637),(8,12),(8,626),(8,637),(9,12),(9,14),(9,602),(9,622),(9,624),(9,626),(9,628),(9,633),(9,637),(10,12),(10,14),(10,602),(10,622),(10,624),(10,625),(10,626),(10,628),(10,633),(10,637),(19,12),(19,14),(19,602),(19,622),(19,624),(19,626),(19,628),(19,633),(19,637),(627,12),(627,14),(627,602),(627,622),(627,624),(627,625),(627,626),(627,628),(627,633),(627,637),(640,12),(640,14),(640,602),(640,622),(640,624),(640,625),(640,626),(640,628),(640,633),(640,637),(645,12),(645,14),(645,602),(645,622),(645,624),(645,626),(645,628),(645,633),(645,637),(646,626),(646,637),(647,626),(647,637),(653,626),(653,637),(654,12),(654,14),(654,602),(654,622),(654,624),(654,626),(654,628),(654,633),(654,637),(2197,12),(2197,14),(2197,602),(2197,621),(2197,622),(2197,623),(2197,624),(2197,625),(2197,626),(2197,628),(2197,633),(2197,637),(2197,2061)"
201527AB,qvdf,626,202508,,,-1,0,-1,1,9,,9,1500_1800,2189.833,10.349,2189.833,1.016,20.0,1.0,0.001,0.001,99999.0,0.0,0.0,0.355,9.0,86.341,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,741.609,37.081,741.609,37.081,0.0,0.0,"LINESTRING (-112.377800 33.643700, -112.378402 33.638812)",2179.5,0.0,0.0,0.0,0.0,2151.3,0.0,38.5,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,2189.87,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,period-based,"(29,0),(29,1),(29,2),(29,7),(29,8),(29,9),(29,11),(29,13),(29,18),(29,19),(29,25),(29,27),(29,30),(29,31),(29,32),(29,33),(29,34),(29,35),(29,36),(29,37),(29,41),(29,42),(29,43),(29,55)","(626,1),(626,2),(626,3),(626,8),(626,9),(626,10),(626,12),(626,14),(626,19),(626,602),(626,622),(626,624),(626,627),(626,628),(626,633),(626,637),(626,640),(626,645),(626,646),(626,647),(626,652),(626,653),(626,654),(626,2197)"
201527BA,qvdf,202508,626,,,-1,0,-1,1,9,,9,1500_1800,2199.549,10.951,2199.549,1.016,20.0,1.0,0.001,0.001,99999.0,0.0,0.0,0.355,9.0,86.724,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,744.899,37.245,744.899,37.245,0.0,0.0,"LINESTRING (-112.375220 33.638420, -112.374618 33.643308)",2188.6,0.0,0.0,0.0,0.0,2014.2,0.0,185.3,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,2199.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based,"(1,29),(2,29),(7,29),(8,29),(9,29),(11,29),(13,29),(18,29),(19,29),(25,29),(27,29),(30,29),(31,29),(32,29),(33,29),(34,29),(35,29),(36,29),(37,29),(42,29),(43,29),(54,29),(55,29)","(2,626),(3,626),(8,626),(9,626),(10,626),(12,626),(14,626),(19,626),(602,626),(622,626),(624,626),(627,626),(628,626),(633,626),(637,626),(640,626),(645,626),(646,626),(647,626),(653,626),(654,626),(2166,626),(2197,626)"
201528AB,qvdf,650,202506,,,-1,0,-1,1,9,,9,1500_1800,1105.061,0.331,1105.061,2.757,20.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.355,9.0,43.57,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,1015.562,50.778,1015.562,50.778,0.0,0.0,"LINESTRING (-112.373203 33.666088, -112.386731 33.673149)",1104.7,0.0,0.0,0.0,0.0,1042.7,0.0,62.3,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.001,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,1104.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based,"(39,0),(39,15),(39,16),(39,20),(39,21),(39,22),(39,23),(39,24),(39,25),(39,26),(39,27),(39,47),(39,48),(39,49),(39,50),(39,51),(39,52)","(650,1),(650,16),(650,17),(650,615),(650,617),(650,619),(650,620),(650,621),(650,622),(650,623),(650,624),(650,2125),(650,2136),(650,2137),(650,2142),(650,2146),(650,2147)"
201528BA,qvdf,202506,650,,,-1,0,-1,1,9,,9,1500_1800,483.466,0.478,483.466,2.757,20.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.355,9.0,19.062,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,444.31,22.215,444.31,22.215,0.0,0.0,"LINESTRING (-112.388215 33.670307, -112.374687 33.663246)",483.0,0.0,0.0,0.0,0.0,557.7,0.0,-74.2,20.0,20.0,20.0,20.0,20.0,20.0,20.0,18.999,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,18.999,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,483.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based,"(5,39),(15,39),(16,39),(20,39),(21,39),(22,39),(23,39),(24,39),(25,39),(26,39),(27,39),(47,39),(48,39),(49,39),(50,39),(51,39),(52,39)","(6,650),(16,650),(17,650),(615,650),(617,650),(619,650),(620,650),(621,650),(622,650),(623,650),(624,650),(2125,650),(2136,650),(2137,650),(2142,650),(2146,650),(2147,650)"
201529AB,qvdf,2061,202515,,,-1,0,-1,1,9,,9,1500_1800,1501.581,7.846,1501.581,1.788,20.0,1.0,0.001,0.001,99999.0,0.0,0.0,0.355,9.0,59.204,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,894.822,44.741,894.822,44.741,0.0,0.0,"LINESTRING (-112.385657 33.657482, -112.377878 33.651786)",1493.7,0.0,0.0,0.0,0.0,1507.6,0.0,-6.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1501.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based,"(46,0),(46,1),(46,2),(46,7),(46,8),(46,9),(46,11),(46,13),(46,15),(46,16),(46,18),(46,19),(46,20),(46,21),(46,22),(46,23),(46,24),(46,25),(46,26),(46,27),(46,28),(46,29),(46,30),(46,31),(46,32),(46,33),(46,34),(46,35),(46,36),(46,37),(46,38),(46,39),(46,40),(46,41),(46,42),(46,43),(46,47),(46,48),(46,49),(46,50),(46,51),(46,52),(46,55)","(2061,1),(2061,2),(2061,3),(2061,8),(2061,9),(2061,10),(2061,12),(2061,14),(2061,16),(2061,17),(2061,19),(2061,602),(2061,615),(2061,617),(2061,619),(2061,620),(2061,621),(2061,622),(2061,623),(2061,624),(2061,625),(2061,626),(2061,627),(2061,628),(2061,633),(2061,637),(2061,640),(2061,645),(2061,646),(2061,647),(2061,649),(2061,650),(2061,651),(2061,652),(2061,653),(2061,654),(2061,2125),(2061,2136),(2061,2137),(2061,2142),(2061,2146),(2061,2147),(2061,2197)"
201529BA,qvdf,202515,2061,,,-1,0,-1,1,9,,9,1500_1800,1670.796,8.153,1670.796,1.788,20.0,1.0,0.001,0.001,99999.0,0.0,0.0,0.355,9.0,65.876,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,995.66,49.783,995.66,49.783,0.0,0.0,"LINESTRING (-112.375984 33.654372, -112.383763 33.660068)",1662.6,0.0,0.0,0.0,0.0,1599.9,0.0,70.9,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1670.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based,"(1,46),(2,46),(5,46),(7,46),(8,46),(9,46),(11,46),(13,46),(15,46),(16,46),(18,46),(19,46),(20,46),(21,46),(22,46),(23,46),(24,46),(25,46),(26,46),(27,46),(28,46),(29,46),(30,46),(31,46),(32,46),(33,46),(34,46),(35,46),(36,46),(37,46),(38,46),(39,46),(40,46),(41,46),(42,46),(43,46),(47,46),(48,46),(49,46),(50,46),(51,46),(52,46),(54,46),(55,46)","(2,2061),(3,2061),(6,2061),(8,2061),(9,2061),(10,2061),(12,2061),(14,2061),(16,2061),(17,2061),(19,2061),(602,2061),(615,2061),(617,2061),(619,2061),(620,2061),(621,2061),(622,2061),(623,2061),(624,2061),(625,2061),(626,2061),(627,2061),(628,2061),(633,2061),(637,2061),(640,2061),(645,2061),(646,2061),(647,2061),(649,2061),(650,2061),(651,2061),(652,2061),(653,2061),(654,2061),(2125,2061),(2136,2061),(2137,2061),(2142,2061),(2146,2061),(2147,2061),(2166,2061),(2197,2061)"
